S.no,Name of the Enterprise,Address,Primary Contact 1,Primary Contact 2,Primary Contact Mail Id,Primary Contact Number
839,M/S SACHIN TRADING COMPANY,"Flat No:- 4, Building:- SACHIN TRADING CO, Road/Street:- MAIN ROAD, Village/Town:- PUTTUR, Block:- 4, City:- PUTTUR",M/S SACHIN TRADING COMPANY,,sachinptr266@gmail.com,9449587538
840,RIBCO TRADING COMPANY,"Flat No:- 13/36, Building:- OPP HOLY CROSS CHURCH, Road/Street:- KULSHEKAR, Village/Town:- KULSHEKAR, Block:- KULSHEKAR, City:- MANGALORE",SHRI REHAMAN ABDUL SHABANDRI,,ribco.mangalore@gmail.com,9845081010
841,PHPC ASSOCIATES,"Flat No:- 1-17/2, Building:- HBC HUB, Road/Street:- KODIKERE ROAD, Village/Town:- KANA, Block:- KANA JUNCTION, City:- SURATHKAL",SHRI UMESH HEGDE,,info@hbcindia.com,9845028065
842,M/S YASHASWI FISH TRADERS,"Flat No:- NO 2 &amp; 3,, Building:- Mugera Sangha, Road/Street:- Padukodi, Village/Town:- Guddeangadi, Block:- 1-73/4,1-73/5, City:- Dakshina Kannada",M/S YASHASWI FISH TRADERS,,traders.yashaswifish@gmail.com,9620201442
843,M/S KANCHANA AUTOMOBILES PRIVATE LIMITED,"Flat No:- 4-72/3/4, Building:- KANCHANA AUTOMOBILES PRIVATE LIMITED, Road/Street:- NH 75, KANNUR, Village/Town:- MANGALORE, Block:- 50-Alape-1(South), City:- MANGALORE",M/S KANCHANA AUTOMOBILES PRIVATE LIMITED,,accounts@kanchanahyundai.com,9845083534
844,M/S TURFO CONSTRUCTION INDIA PRIVATE LIMITED,"Flat No:- Shop No.14, Building:- Ourania Building Opp Jimmys Super Market, Road/Street:- Agarwal Lane Road, Village/Town:- Shivabagh, Block:- Kadri, City:- Mangalore",M/S TURFO CONSTRUCTION INDIA PRIVATE LIMITED,,turfoindia@gmail.com,9845108446
845,M/S BHARATH AGROVET INDUSTRIES PRIVATE LIMITED,"Flat No:- 7-54/1 6, Building:- Beside ANNAPOORNESHWARI BUILDING, NH-48, Road/Street:- Kankanady, Village/Town:- Pumpwell, Block:- -, City:- Mangalore",M/S BHARATH AGROVET INDUSTRIES PRIVATE LIMITED,,bavipvtltd@gmail.com,9448465799
846,M/S CALICUT HYPERMART PRIVATE LIMITED,"Flat No:- 10-15-730, Building:- FA TOWER, Road/Street:- JM ROAD, Village/Town:- BUNDER, Block:- MANGALORE, City:- MANGALORE",M/S CALICUT HYPERMART PRIVATE LIMITED,,SUZAN307@GMAIL.COM,9880634117
847,M/S FARANGIPET SUPARI CENTRE,"Flat No:- 4-149/4, Building:- FARANGIPETE, Road/Street:- FARANGIPETE MAIN ROAD, Village/Town:- PUDU, Block:- PUDU, City:- MANGALORE",SHRI ABOOBAKKAR,,azarazzu@yahoo.in,9844555238
848,M/S SWATHI SERVICE STATION,"Flat No:- S.No 52&amp; 53, Building:- N.H 17 Swathi Service Station, Road/Street:- Panambur, Village/Town:- Panambur, Block:- Panambur, City:- Mangalore",M/S SWATHI SERVICE STATION,,swathi_station@yahoo.co.in,9448123123
849,M/S BUNTS SANGHA BANTWAL TALUK,"Flat No:- Bunts Sangha Bantwal, Building:- Bunts Sangha Bantwal Taluk, Road/Street:- B C Road, Village/Town:- Valachil, Block:- Thumbay, City:- Bantwal",M/S BUNTS SANGHA BANTWAL TALUK,,bantawaladabuntarabhavana@gmail.com,9481608209
850,M/S SOWKAR M BABA PAI & CO,"Flat No:- 12-2-177/1, Building:- KRSNA APARTMENTS, Road/Street:- CAR STREET, Village/Town:- BEHIND SHARADA PRESS, Block:- BEHIND SHARADA PRESS, City:- Mangaluru",M/S SOWKAR M BABA PAI & CO,,MDINESHPAI@REDIFFMAIL.COM,9686696109
851,M/S WEST COAST MARKETING,"Flat No:- 23-12-1160/14, Building:- WEST COAST MARKETING, Road/Street:- mangalore, Village/Town:- MANGALORE, Block:- new monkeystand, City:- MANGALORE",M/S WEST COAST MARKETING,,westcoast98@gmail.com,9945245454
852,SUPER STEELS,"Flat No:- Nh 66, Building:- 4th mile kulur, Road/Street:- Near karawali college, Village/Town:- Mangalore, Block:- -, City:- DAKSHIN KANNAD",SHRI MAQSOOD ALAM KHAN,,supersteels@rocketmail.com,9448122964
853,BRASS SELECTION CENTRE,"Flat No:- 11-8-845/1, Building:- Saraswathi Compound, Road/Street:- Maidan 4th cross road, Village/Town:- Kasba Bazar, Block:- Gollerkeri, City:- Mangalore",SHRI NAGESH SHENOY,,brasscenter@gmail.com,9342164669
854,M/S SUPREME AUTO DEALERS PRIVATE LIMITED,"Flat No:- 14-2-111/1, Building:- ARVIND BUILDING, Road/Street:- MANGALORE, Village/Town:- BALMATTA ROAD, Block:- HAMPANKATTA, City:- MANGALORE",M/S SUPREME AUTO DEALERS PRIVATE LIMITED,,accounts@supremeauto.in,8296907880
855,M/S THE BOSCOSS EDUCATION TRUST,"Flat No:- 4-8-732/63, 3 Floor, Building:- Essel Centre, Road/Street:- M G Road, Village/Town:- Kodialbail, Block:- M G Road, City:- Mangaluru",M/S THE BOSCOSS EDUCATION TRUST,,egithinbosco@gmail.com,7090555537
856,M/S SAI RADHA MOTORS,"Flat No:- 10-3-66A, Building:- SAI RADHA BHAKTHI, Road/Street:- KALSANKA, Village/Town:- SHIVALLI, Block:- VST ROAD, City:- UDUPI",M/S SAI RADHA MOTORS,,sairadhatvs@rediffmail.com,9243310605
857,M/S BHANDARY FOUNDATION,"Flat No:- 0, Building:- SAHYADRI CAMPUS, Road/Street:- NH 75, Village/Town:- ADYAR, Block:- ADYAR, City:- MANGALURU",M/S BHANDARY FOUNDATION,,bhandaryfoundation@gmail.com,9480325815
858,M/S SHRI LAKSHMI VENKATARAMANA YAJAMANA INDUSTRIES,"Flat No:- D.NO.1 83 4A,, Building:- MAVINAKATTE, Road/Street:- BANTWAL, Village/Town:- CHENNAITHODI, Block:- VAMADAPADAVU, City:- MANGALORE",M/S SHRI LAKSHMI VENKATARAMANA YAJAMANA INDUSTRIES,,sales@yajamana.com,9880888844
859,M/S ULLAL FISH MEAL AND OIL COMPANY,"Flat No:- 1-19/1, Building:- ULLAL FISHMEAL &amp; OIL COMPANY, Road/Street:- SEA ROAD, Village/Town:- ULLAL, Block:- KOTEPURA, City:- MANGALORE",M/S ULLAL FISH MEAL AND OIL COMPANY,,ullalfish@gmail.com,9964140235
860,M/S UNITED MARINE PRODUCTS,"Flat No:- DOOR NO. 1-1/20, Building:- UNITED MARINE PRODUCTS (HEAD OFFICE), Road/Street:- SEA ROAD, Village/Town:- ULLAL, Block:- KOTEPURA, City:- MANGALURU",M/S UNITED MARINE PRODUCTS,,office@unitedmarineproducts.com,9741771592
861,M/S PROVIT FOODS PRIVATE LIMITED,"Flat No:- 13-2/52,2nd Floor, Building:- Somayaji Elite Block-B, Road/Street:- Dakshina Kannada, Mangalore, Village/Town:- Kulashekar,Padavu-II, Block:- Block-B, City:- Mangalore",M/S PROVIT FOODS PRIVATE LIMITED,,office@provitfoods.com,9686694302
862,M/S G R EDUCATION TRUST,"Flat No:- NIL, Building:- KARAVALI COLLEGE BUILDING, Road/Street:- MANGALORE, Village/Town:- MANGALORE, Block:- MANGALORE, City:- MANGALORE",M/S G R EDUCATION TRUST,,info@karavalicollege.ac.in,9845082990
863,"M/S M.A.KRISHNA NAYAK AND CO.,","Flat No:- Ground Floor, Building:- Mangala Multi Purpose complex, Road/Street:- Temple Square, Village/Town:- Carstreet, Block:- Ground Floor, City:- Mangaluru","M/S M.A.KRISHNA NAYAK AND CO.,",,maknayak5@gmail.com,9481455071
864,ARUNA AGENCIES,"Flat No:- 3-253/4, Building:- MUKVE, Road/Street:- NARIMOGARU POST, Village/Town:- NARIMOGARU VILLAGE, Block:- NARIMOGARU, City:- PUTTUR TALUK",SHRI BOLINJA SATHISH POOJARY,,arunaagency9655@gmail.com,9008617565
865,M/S GEETHANJALI SHOPER CITY,"Flat No:- 110-9 110-21A, Building:- GEETHANJALI SHOPERCITY, Road/Street:- VIDYASAMUDRA THIRTHA ROAD, Village/Town:- MOODANIDAMBOORU, Block:- 0, City:- UDUPI",M/S GEETHANJALI SHOPER CITY,,geethanjalisilk@gmail.com,9980516107
866,M/S COASTAL FARMS AND FEEDS PRIVATE LIMITED,"Flat No:- 3-45 10(B), Building:- COASTAL FARMS AND FEEDS PRIVATE LIMITED, Road/Street:- NEAR NAVADURGA BUS GARAGE, Village/Town:- PADIL KANNUR, Block:- KANNUR, City:- MANGALORE",M/S COASTAL FARMS AND FEEDS PRIVATE LIMITED,,coastalfarmshr@gmail.com,9448288980
867,M/S ROHAN CORPORATION INDIA PRIVATE LIMITED,"Flat No:- 3-T-19/6-1, Building:- Rohan Corporation, Road/Street:- capitanio, Village/Town:- kankanady, Block:- kankanady, City:- mangalore",M/S ROHAN CORPORATION INDIA PRIVATE LIMITED,,sumana@rohancorporation.in,9845400595
868,M/S NADELLA AGROTECH PRIVATE LIMITED,"Flat No:- 3RD FLOOR, 2-18-1557, Building:- AJANTHA BUSINESS CENTER, Road/Street:- 2ND CROSS ROAD , KAPIKAD, Village/Town:- KAPIKAD, Block:- KAPIKAD, City:- MANGALURU",M/S NADELLA AGROTECH PRIVATE LIMITED,,phani@nadellaagrotech.com,9448479989
869,M/S PLANT-TECH INDUSTRIAL SERVICES LIMITED,"Flat No:- PLOT NO. 245 & 237, Building:- PLANT-TECH INDUSTRIAL SERVICES LIMITED, Road/Street:- INDUSTRIAL AREA, Village/Town:- MANGALORE, Block:- BAIKAMPADY, City:- NEW MANGALORE",M/S PLANT-TECH INDUSTRIAL SERVICES LIMITED,,PTG@PLANTTECH.IN,9972208004
870,M/S DEVDHAR CHEMICALS PRIVATE LIMITED,"Flat No:- PLOT 86,DOOR 6-66, Building:- BAIKAMPADY INDUSTRIAL AREA, Road/Street:- ROAD NO. 11, Village/Town:- MANGALURU, Block:- SY NO 114/2A, City:- MANGALURU",M/S DEVDHAR CHEMICALS PRIVATE LIMITED,,amit@devdharchemicals.com,9890999998
871,M/S KALBAVI CONSUMER FOODS PRIVATE LIMITED,"Flat No:- Plot No : 142, Building:- RAJAT, Road/Street:- ROAD NO - 7, Village/Town:- BAIKAMPADY, Block:- BAIKAMPADY, City:- MANGALORE",M/S KALBAVI CONSUMER FOODS PRIVATE LIMITED,,info@kalbavi.com,8105978936
872,M/S MANGALORE KARAVALI ALPASANKYATHA MEENUGARARA PRATHAMIKA SAHAKARI SANGHA NI,"Flat No:- 10-P-11-61/1, Building:- NEAR PORT POLICE STATION, Road/Street:- BUNDER, Village/Town:- -, Block:- NORTH WHARF, City:- MANGALORE",M/S MANGALORE KARAVALI ALPASANKYATHA MEENUGARARA PRATHAMIKA SAHAKARI SANGHA NI,,mkampssn@gmail.com,9844045726
873,M/S B. PUNDALIKA BALIGA & SONS,"Flat No:- 7/21P3, Building:- LAXMI KRIPA, Road/Street:- MAIN ROAD, Village/Town:- KUKKALA, Block:- MAIN ROAD, City:- PUNJALKATTE",M/S B. PUNDALIKA BALIGA & SONS,,bpundalikapunjalkatte@gmail.com,9449639711
874,EXPERT EDUCATIONAL & CHARITABLE FOUNDATION,"Flat No:- 5-13-1271/1, Building:- USHA, Road/Street:- MANNAGUDDA, Village/Town:- WAREHOUSE ROAD, Block:- 1, City:- MANGALORE",EXPERT EDUCATIONAL & CHARITABLE FOUNDATION,,proexpertclasses@gmail.com,9448477696
875,DARUL IRSHAD EDUCATIONAL CENTER,"Flat No:- IRSHAD NAGAR, Building:- MANI, Road/Street:- MANI, Village/Town:- MANI, Block:- BANTWAL, City:- BANTWAL",DARUL IRSHAD EDUCATIONAL CENTER,,darulirshad91@gmail.com,9448059718
876,VARSHA CARS PRIVATE LIMITED,"Flat No:- SY NO.27-16CP4, Building:- .NO.3-25/9,3-25/10,3-25/1, Road/Street:- MANGALORE-BANGALORE HIGHWAY, Village/Town:- KANNUR, Block:- OLD KANNUR CHECK POST, City:- MANGALORE",VARSHA CARS PRIVATE LIMITED,,auditor@bmw-varshaautohaus.in,9100079326
877,MOOGAMBIGAI MATERIALS RECYCLING (INDIA) PRIVATE LIMITED,"Flat No:- 132 A, Building:- MMRPL, Unit-3, Road/Street:- Industrial Area, Village/Town:- Baikampady, Block:- 1, City:- Mangalore",MOOGAMBIGAI MATERIALS RECYCLING (INDIA) PRIVATE LIMITED,,hari@mmrmetal.com,9901148952
878,UNITED CARS PRIVATE LIMITED,"Flat No:- SY NO:23-1A 2AA, Building:- ALAPE, Road/Street:- NEAR PADIL JUNCTION, Village/Town:- ALAPE, Block:- PADIL, City:- MANGALORE",UNITED CARS PRIVATE LIMITED,,accounts@unitedtoyota.net,9606071536
879,MITE CONS,"Flat No:- 1st Floor, Building:- Rajalaxmi Education Trust, Road/Street:- Balmatta Road, Village/Town:- Mangalore, Block:- Souza Archade, City:- Mangalore",RAJALAXMI EDUCATION TRUST,,info@ret.ac.in,9845081969
880,LAND TRADES BUILDERS & DEVELOPERS,"Flat No:- DR NO.514 5TH FLOOR, Building:- MILESTONE25, Road/Street:- COLLECTORS GATE JUNCTION, Village/Town:- BALMATTA, Block:- BALMATTA, City:- Mangalore",SHRINATH HEBBAR,,shrinathhebbar@landtrades.in,9886026069
881,"SAMPREETH FUELS, SUVIDH MOTORS MOODBIDRI","Flat No:- 76, Building:- SAMPREETH FUELS, Road/Street:- SHIRTHADY, Village/Town:- SHIRTHADY, Block:- 5, City:- SHIRTHADY",SHRI SANMATH,,suvidhmotors@gmail.com,9845405744
882,DURGAMBA CONSTRUCTIONS,"Flat No:- D. No. 6-104/14(1),, Building:- 2ND FLOOR, THARA TOWERS, Road/Street:- MRPL ROAD,, Village/Town:- SURATHKAL, Block:- -, City:- MANGALURU",SHRI SANTHOSH KUMAR SHETTY,,durgambaconstructions@gmail.com,7259789966
883,PAIS CONSTRUCTIONS,"Flat No:- HAPPY NEST, Building:- NEAR PAVANJE TEMPLE, Road/Street:- HALEANGADI, Village/Town:- PAVANJE, Block:- PAVANJE, City:- HALEANGADI",SHRI KENET ANIL PAIS,,PAISCONSTRUCTIONS@YAHOO.COM,9845002469
884,M/S ARRTA MOTORS PRIVATE LIMITED,"Flat No:- 3W-31-2552, Building:- UNITED TOWERS, Road/Street:- MANGALURU, Village/Town:- KADRI, Block:- KADRI ROAD, City:- MANGALURU",M/S ARRTA MOTORS PRIVATE LIMITED,,accounts@arthahonda.com,9606037200
885,M/S FERNANDES BROTHERS,"Flat No:- D.No. 17/124, Building:- MAROLI, Road/Street:- MANGALORE TALUK, Village/Town:- PADAVU, Block:- MANGALORE, City:- MANGALORE",M/S FERNANDES BROTHERS,,olvinoffice@gmail.com,8088787016
886,BHARATH INDUSTRY,"Flat No:- 1 -792, Building:- OPP:CAMPCO CHOCOLATE FACTORY, Road/Street:- KEMMINJE, Village/Town:- MARIL KEMMINJE PUTTUR, Block:- MARIL, City:- PUTTUR",SMT KRISHNAVENI KEMMARA SHEANAPPA,,bharathmaril@gmail.com,9480279264
887,M/S MANGALORE INSTITUTE OF ONCOLOGY PRIVATE LIMITED,"Flat No:- D.No.225/16(5), Building:- Next to Indiana Hospital, Road/Street:- Pumpwell, Village/Town:- Kankanady, Block:- Pumpwell, City:- Mangaluru",M/S MANGALORE INSTITUTE OF ONCOLOGY PRIVATE LIMITED,,mio_mangalore@rediffmail.com,9886904088
888,SHRI ADINATHESHWARA ROADLINES,"Flat No:- 1-53-B, Building:- Opp BASF, Road/Street:- Surathkal, Village/Town:- Bala Village`, Block:- Katipalla, City:- mangalore",SHRI ARBI SUJITH ALVA,,a.adinatheshwara@yahoo.com,9844046661
889,M/S PRAKASH OFFSET PRINTERS,"Flat No:- Plot No. 176/177B, Building:- Prakash Offset Printers, Road/Street:- Industrial Area, Village/Town:- Baikampady, Block:- Baikampady, City:- Mangalore",M/S PRAKASH OFFSET PRINTERS,,pop7605@gmail.com,9845240405
890,M/S MANGALORE ROLLER FLOUR MILLS,"Flat No:- 5-35,1,2,and 3, Building:- Mangalore roller flour mills, Road/Street:- Kulshekar, Mangalore 575005, Village/Town:- Kulshekar Mangalore 575005, Block:- 5-35,1,2,and 3, City:- Mangalore 575005",M/S MANGALORE ROLLER FLOUR MILLS,,mrfmills01@yahoo.co.in,9980095190
891,M/S UTC PETRO CHEMICALS,"Flat No:- 140/A, Building:- -, Road/Street:- -, Village/Town:- INDUSTRIAL AREA, Block:- BAIKAMPADY, City:- MANGALORE",M/S UTC PETRO CHEMICALS,,utcpcmangalore@gmail.com,9880057657
892,MANGALORE LOGISTICS PRIVATE LIMITED,"Flat No:- 3-28/54,, Building:- Kanara Tower, Road/Street:- Kottara Chowki, Village/Town:- Derebail, Block:- 2nd Floor, City:- Mangalore",Sadhana Shetty,,kshetty49@gmail.com,8746969999
893,RAJ LOGISTICS,"Flat No:- 2-10-816/4(1), Building:- SHREE RAM SADAN, Road/Street:- Bejai, Village/Town:- Mangalore, Block:- BEJAI, City:- Dakshina Kannada",SHRI RAVI ANAND JALAN,,rajlogistics1@rediffmail.com,9448121210
894,M/S ACHAL INDUSTRIES PRIVATE LIMITED,"Flat No:- Door No.6-107, Building:- Achal, Road/Street:- Industrial Area, Village/Town:- Baikampady, Block:- 207, City:- MANGALORE",M/S ACHAL INDUSTRIES PRIVATE LIMITED,,achalho@achalcashew.com,9591100300
895,M/S SANSON CHEMICAL INDUSTRIES,"Flat No:- NO-41/A, Building:- Sanson Chemical Industries, Road/Street:- KIADB Industrial Area, Village/Town:- Mulki, Block:- Mulki, City:- Mangalore",M/S SANSON CHEMICAL INDUSTRIES,,sales@kondodys.com,9847046229
896,INDUSTRIAL CATERERS,"Flat No:- 8-9, Building:- KRISHNA KRIPA COMPLEX,, Road/Street:- BEHIND KSRTC BUS STAND, Village/Town:- 2ND FLOOR, Block:- C-WING, City:- UDUPI",SHRI PRABHAKAR SOMAPPA PUJARI,,inducater@gmail.com,9448129924
897,M/S INDIANA HOSPITAL AND HEART INSTITUTE LIMITED,"Flat No:- 2nd Floor, Building:- Indiana Hospital and Heart Institute Limited, Road/Street:- Mahaveera Circle, Village/Town:- Kankanady, Block:- Pumpwell, City:- Mangalore",M/S INDIANA HOSPITAL AND HEART INSTITUTE LIMITED,,accounts@indianahospital.in,9845803347
898,SRI ROADLINES,"Flat No:- 2-10-816/4, Building:- SHREE RAM SADAN, Road/Street:- Bejai, Village/Town:- Mangalore, Block:- BEJAI, City:- Mangalore",SHRI MANOJ KUMAR JALAN,,mjjalan@gmail.com,9822102373
899,M/S CINEPLEX PRIVATE LIMITED,"Flat No:- BHARATH CINEMAS, Building:- BHARATH MALL, Road/Street:- MANGALORE, Village/Town:- OPP . KSRTC BUS STAND, Block:- BEJAI, City:- MANGALORE",M/S CINEPLEX PRIVATE LIMITED,,bala.shetty@bharathcinemas.in,9845083427
900,ACHAL FARMPRODUCTS PRIVATE LIMITED,"Flat No:- 1-S-17-1111 &amp; 11, Building:- MAHALAXMI DAMODAR BUILDING, Road/Street:- KULOOR FERRY ROAD, Village/Town:- URWA, Block:- CHILIMBI, City:- MANGALURU",M/S ACHAL FARMPRODUCTS PRIVATE LIMITED,,achalfarmproducts@gmail.com,7796637288
901,M/S SYNAPSE NEUROCARE PRIVATE LIMITED,"Flat No:- 3-89/8, Building:- First Neuro, Road/Street:- Mangalore- Bangalore Hwy, Village/Town:- Kannur Village, Block:- Padil, City:- Mangalore",M/S SYNAPSE NEUROCARE PRIVATE LIMITED,,finance@firstneuro.in,9845084424
902,BALAJI AGENCIES,"Flat No:- S-1,D NO:6-6-116/4, Building:- Poonam Sathya Nikethna, Road/Street:- Behind Rotary Bal Bavan, Village/Town:- MANNAGUDDA, Block:- 4th Cross, Gandhinagar,, City:- MANGALORE",SMT CHANDRAKALA PALA,,akshaypal1911@gmail.com,9980981607
903,M/S DHARSHAN SWITCHGEARS,"Flat No:- D.No. 6-18-749/5&amp, Building:- POONAM ASHANIKETHAN, NEAR SAGHANIKETHAN, Road/Street:- GANDHINAGAR, Village/Town:- BOLOOR, Block:- BASEMENT, City:- MANGALORE",M/S DHARSHAN SWITCHGEARS,,dswitch2001@gmail.com,9448145253
904,JAY MATA DI ENTERPRISES,"Flat No:- 3rd Floor, Building:- South Wing, Business Development Center, Road/Street:- Mangaluru, Village/Town:- NMPT Panambur, Block:- Panambur, City:- Mangaluru",SHRI RAJESH KUMAR SHETTY,,jaymatadimlr@gmail.com,9448283740
905,M/S MOTELS & INFRASTRUCTURE INDIA PRIVATE LIMITED,"Flat No:- 236/2A1, Building:- GOLDFINCH HOTEL, Road/Street:- MANGALORE, Village/Town:- BUNTS HOSTEL ROAD, Block:- NEAR JYOTHI CIRCLE, City:- MANGALORE",M/S MOTELS & INFRASTRUCTURE INDIA PRIVATE LIMITED,,gm.finance@groupmrg.com,9663608996
906,M/S PRABHATH SILKS,"Flat No:- NEAR CANARA BANK, Building:- ARIHANTH COMPLEX, Road/Street:- MOODBIDRI, Village/Town:- MAIN, Block:- ROAD, City:- MOODBIDRI",M/S PRABHATH SILKS,,jain9148@gmail.com,9845209148
907,PUNJA FUEL CORPORATION,"Flat No:- Not applicable, Building:- Near Punja Tile Works, Road/Street:- NH-169, Village/Town:- Ganjimut, Block:- Badagaulipady, City:- Mangalore",SHRI MULKI ADITHYA ARVIND PUNJA,,adithyapunja@yahoo.com,9343373339
908,M/S VIKRAM TRAVELS AND RESORTS INDIA PRIVATE LIMITED,"Flat No:- 4-7-670, Building:- VIKRAM TRAVELS, Road/Street:- K R RAO ROAD, Village/Town:- KARANGALAPADY, Block:- -, City:- MANGALORE",M/S VIKRAM TRAVELS AND RESORTS INDIA PRIVATE LIMITED,,accounts@vikramtravels.in,9880725855
909,M/S EDIGRO TRADERS,"Flat No:- 16-165, Building:- Bikarnakatte, Road/Street:- Mangalore, Village/Town:- Mangalore, Block:- Na, City:- Mangalore",M/S EDIGRO TRADERS,,info@edigrotraders.com,8971544437
910,MOHAMMED HARIS,"Flat No:- SHAKEER COMPLEX, Building:- MANGALORE, Road/Street:- MANGALORE, Village/Town:- BUNDER, Block:- MISSION STREET, City:- MANGALORE",SHRI MOHAMMED HARIS,,apsaharis61@gmail.com,9845323761
911,LC POINT,"Flat No:- 20-2T-156/83, Building:- AL-RAHABA PLAZA , 4 th Floor, Road/Street:- NELLIKAI ROAD, Village/Town:- MANGALORE, Block:- 1, City:- MANGALORE",SHRI DINESH KUMAR RAMESH CHOUHAN,,Lcpoint77@gmail.com,7019810867
912,SANSAV GROUP,"Flat No:- 2-120/10, Building:- FORTUNE PLAZA, Road/Street:- KULUR KAVOOR ROAD, Village/Town:- KULUR, Block:- PADUKODI, City:- MANGALORE",SHRI SUNIL D SOUZA,,sunil@sansavgroup.com,9902466605
913,M/S MANAKA JEWELS,"Flat No:- Main Road, Building:- near Sanjeeva Shetty readymade garments shop, Road/Street:- DAKSHINA KANNADA, Village/Town:- opp Syndicate Bank, Block:- opp Syndicate Bank, City:- DAKSHINA KANNADA",M/S MANAKA JEWELS,,sahadev.khandare@gmail.com,9845324007
914,M/S CODIALBAIL PRESS,"Flat No:- 22, Building:- CODIALBAIL PRESS, Road/Street:- KONCHADY POST, MARYHILL, Village/Town:- DERABAIL, Block:- 22, City:- MANGALORE",M/S CODIALBAIL PRESS,,codialbailpress@yahoo.in,9448123113
915,MANDOVI MINERALS PRIVATE LIMITED,"Flat No:- 13-4-380/8, Building:- Mineral House, Road/Street:- U P Mallya Road, Village/Town:- Hampankatta, Block:- Opp University College, City:- Mangalore",M/S MANDOVI MINERALS PRIVATE LIMITED,,mandovi@mmplsand.com,9945676696
916,M/S KALLATRA PARIVAR PRIVATE LIMITED,"Flat No:- 11-8-721, Building:- Kallatra Building, Road/Street:- Mission Street, Village/Town:- Mangalore, Block:- Bunder, City:- Mangalore",M/S KALLATRA PARIVAR PRIVATE LIMITED,,kallatraparivar@gmail.com,9349237226
917,M/S MANGALORE FISH MEAL AND OIL COMPANY,"Flat No:- 1-1/22 22 1, Building:- MANGALORE FISH MEAL &amp; OIL COMPANY, Road/Street:- ULLAL, Village/Town:- SEA ROAD, Block:- KOTEPURA, City:- MANGALORE",M/S MANGALORE FISH MEAL AND OIL COMPANY,,mfoullal@yahoo.com,9964140235
918,M/S SHIPWAVES ONLINE LIMITED,"Flat No:- 18-2-16/4(3), Building:- Mukka Corporate House, Road/Street:- NG Road, Village/Town:- Attavara, Block:- 1st Cross, City:- Mangalore",M/S SHIPWAVES ONLINE PRIVATE LIMITED,,accounts@shipwaves.com,9538149978
919,M/S K.SUBRAYA ANANTHA KAMATH AND SONS,"Flat No:- III 126(9), Building:- K. Subraya Anantha Kamath &amp; Sons Jalsoor, Road/Street:- Vinobhanagar, Village/Town:- Jalsoor, Sullia, Block:- III 126(9), City:- Sullia",M/S K.SUBRAYA ANANTHA KAMATH AND SONS,,ksakamath@rediffmail.com,9448141386
920,M/S VCS CASHEW INDUSTRIES,"Flat No:- 1-99, Building:- VCS CASHEW INDUSTRIES, Road/Street:- DAREGUDDE, Village/Town:- DAREGUDDE, Block:- DAREGUDDE, City:- MOODBIDRI",M/S VCS CASHEW INDUSTRIES,,vcscashew777@gmail.com,9972590977
921,M/S REDSTONE TRADING CORPORATION,"Flat No:- 1-53, Building:- MS COMPLEX, Road/Street:- MUDIPU, Village/Town:- MUDIPU, Block:- BANTAL TALUK, City:- MANGALORE",M/S REDSTONE TRADING CORPORATION,,REDSTONETRADINGCORP@GMAIL.COM,8880295727
922,M/S GURUDEV PLASTICS PRIVATE LIMITED,"Flat No:- 5-2-14/1,, Building:- HOUSE OF GURUDEV BUILDING, Road/Street:- LALBAGH , M G Road,, Village/Town:- mangalore, Block:- Ground Floor, City:- Mangalore",M/S GURUDEV PLASTICS PVT LTD,,gurudev1973@gmail.com,9844036531
923,M/S GURUDEV PLASTOPACK INDIA PRIVATE LIMITED,"Flat No:- 5-2-14/4, Building:- HOUSE OF GURUDEV BUILDING, Road/Street:- Lalbagh, M G Road, Village/Town:- Mangalore, Block:- 2nd floor, City:- Mangalore",M/S GURUDEV PLASTOPACK INDIA PRIVATE LIMITED,,gurudevplastopack@gmail.com,9844230580
